Time,Money-In,Money-Out,Balance,Txid,Block,input_n,output_n
2017-05-12,0.5,,0.5,27bb2dbcdb3f4ff462e0d3fdff581b1d581b41c741dd45495d1fd16fc36d36b7,465984,2,1
2017-05-12,,0.5,0.0,49b2b6c2f2b438a00dad6e41f7bc28ece45643366b015ee2bed97157b18366e3,465987,1,101
2017-05-15,0.29,,0.29,c81230cc4dc4795c0796fb6abb40307cd67969f5ded5c399219f8d02ea40b331,466609,2,1
2017-05-16,,0.29,0.0,70f59abfa90df4f506a6574afc348d469303fae4794071dabe7d66fdc532d57e,466610,1,101
2017-05-25,1.7,,1.7,3b45b946f63024be47c019d10da72b4dd784a17856c1e6093a5a3b26f11661c7,467999,2,4
2017-05-25,3.0,,4.7,94c436e588c4cfcf49609fb5ef62f795ff5f617b678e421ce341ff7ed498b3c0,468005,2,1
2017-05-25,,3.0,1.7,3e69f2a71cf85139e035c2a2878d4ff5b4fe1e626dc3f12970288b76769df438,468030,14,16
2017-05-25,,1.7,0.0,c2528d20662dae233bd2055fe4e87ed73479c263876556d082efb1ef5aef2b62,468054,18,100
2017-05-25,2.0,,2.0,545222c5ab117e53b062dab2413f8c0f45d75237ef7602def2f286c2024f3315,468148,2,4
2017-05-26,,2.0,0.0,fc8f88bd33104d535c20b5a0508ebc412b722b84c773afbc8372ca8d85ca3bf2,468213,29,62
2017-05-27,0.8,,0.8,de7f046f684154a0132e7043b28659d0398c0bf5f42b18e017e8e1f8dd6620c6,468345,2,1
2017-05-27,0.5,,1.3,c509b3c39e50961ddf9b7a501f2698399f9cb5f79462980a0b704b95f35161c2,468328,2,2
2017-05-27,0.3,,1.6,31f133ede9b5f63f49f1fec29fd4f3620e530a74255d3efbf5e15d3ede1bb996,468331,2,6
2017-05-27,,0.8,0.8,e5a98898b1a018d1fc629d5ffbc43b119c99386c51103ddf5a8597991b61c185,468361,24,37
2017-05-27,0.15,,0.95,25b62a9714b24959c007fb53add482187073ee7ab260a200fb102bf167a3e0bd,468398,2,3
2017-05-28,,0.5,0.45,317a17879ff36d2d7f21cb90ecaefc0a63e20f8361d505e1d4327b88622376c9,468568,14,82
2017-05-30,1.5,,1.95,7c80b08da2d209f6e644d97f247088ebb0c9f1eef50bb3073f1f9052513123d9,468869,17,22
2017-05-30,,1.5,0.45,fd432fcc55109c395d7b7915909a5c47d7f89ad5e648013d7ebba9ae5d1d6ae1,468890,39,57
2017-05-30,1.0,,1.45,c7b2b961f72ef5cc2c520541b9ef1ea0782f3c2480e961d48f851d6177b84726,468909,2,1
2017-05-30,,1.0,0.45,1abdadd197a3576697d481cf2ba4aecd608999288a291606675b2186fdc12aca,468937,8,42
2017-05-31,0.2203,,0.6703,61b85a5291c30a277388865e3a7e8a0cc45d1eac6c922be06b1f60442c393c09,469067,9,10
2017-06-01,,0.15,0.5203,f5f0a39080a16308268521a891b0a1a6f6c69595381f5952a561a0938f3387eb,469229,19,101
2017-06-01,,0.2203,0.3,72cce4cf8cc26173998de9109d630b02603585694736a34753007316cdd5295e,469264,13,101
2017-06-02,,0.3,0.0,04c65772b4158d7694eee6ef79015e75f4204a46b3bc018070c8af88c3078329,469286,5,101
2017-06-04,1.0,,1.0,e8a2b05918b00e45e1389499acdd37328f5520e427bf48aac25294f929a9b26f,469641,17,7
2017-06-04,,1.0,0.0,34e31ec5b7a4c45eafddeabb295b2401f89f6e3c5a8ababdfca4f66945cc3584,469665,5,101
2017-06-04,0.5,,0.5,c0453ecfdb9f4edf9c489d675a5cd5779f1be9165dda9206354851f411e0c082,469696,20,5
2017-06-04,,0.5,0.0,4940c75b56303db76ab40d45e9ec2bfb2a0e5b1d4b7c10a7cba4f48083e81eb9,469704,20,101
2017-06-07,0.6,,0.6,bfa43fe669e637a902fb825df2e788dc667baf871e96a2b92fe1df51aee234b0,470220,17,43
2017-06-07,,0.6,0.0,57aca299dfa3c54553a54e2fbfbc98f21d46c376527fff341e88872daee95b14,470229,12,102
2017-06-08,0.5,,0.5,5c1303c5f18c15a526d2289c11a5eb54d383898df375ef4b1e79d0122bd86332,470284,2,1
2017-06-08,,0.5,0.0,5ec16528bb246a42413b79d13eb32fb4b4940eb9094fa6a491b6bcb4034b78e3,470288,36,101
2017-06-08,0.23,,0.23,3d6923ad14b9ade5fa3341c615ee31d609aae583de08a88d87a98b642593de48,470339,2,2
2017-06-08,,0.23,0.0,24a5ef70f2d34a639bde481fa7adbde23d96918cf0f21b3b469418dfaf2947bb,470342,8,101
2017-06-12,2.0,,2.0,2e01000269ca226c7ac6310b4785b3372848d9e8e442212d18d9a54aa9d75fc8,470987,25,46
2017-06-12,,2.0,0.0,7c5ca70bf00aabd8ee50675c6124a1d5b9d16d7385378150efc510296eb495f2,470993,13,101
2017-06-19,1.80131779,,1.80131779,2816c7d40a84ccb70929673fa3a4f54e78eb078c8e44a01c1be41316b0ce2734,471973,23,1
2017-06-19,,1.80131779,0.0,a3236a25b7ca7545cdee60a947280c449474d447a7a86736fe7b107daaa2468a,471980,52,102
2017-07-19,1.5,,1.5,51ee3329005274efe4a08b52be7af9fb6cfc574e70b28d96c18538fa1fb4727e,476567,7,15
2017-07-19,,1.5,0.0,4c16907ebe3d204020a10652aa4e24fb85b3c20a8f6127fc2e4bc29fc8555b03,476575,14,101
2017-11-01,0.276,,0.276,ae19d6f275411998e2568fbc73aac7a61d5aaff72656208f5483566a09614ecf,492553,2,1
2017-11-01,,0.276,0.0,2caa78214f62a8c5e875972d04cc4b4832e05e504b831a7df91ff78410cfce28,492555,58,101
